"Tanggal","Return","Lower","Upper"
895,0.00152735399854313,-0.0331625098630752,0.0362172178601615
896,0.000143606156850924,-0.0349276136801176,0.0352148259938195
897,0.000143606156850924,-0.0349276136801176,0.0352148259938195
898,0.000143606156850924,-0.0349276136801176,0.0352148259938195
899,0.000143606156850924,-0.0349276136801176,0.0352148259938195
